FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
ubs.fid-4d3f006b_168d7d75ee6_-40d1,56692,Cariri do Tocantins/To - TO - UBS - Cariri do Tocantins - TO - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,CARIRI DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.161 -11.891)),0
ubs.fid-4d3f006b_168d7d75ee6_-40d0,56693,Carrasco Bonito/To - TO - UBS - Carrasco Bonito - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,CARRASCO BONITO/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.035 -5.322)),0
ubs.fid-4d3f006b_168d7d75ee6_-40cf,56694,Carrasco Bonito/To - TO - UBS - Carrasco Bonito - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,CARRASCO BONITO/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-48.035 -5.322)),0
ubs.fid-4d3f006b_168d7d75ee6_-40ce,56695,Colinas do Tocantins/To - TO - UBS - Colinas do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,COLINAS DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.475 -8.059)),0
ubs.fid-4d3f006b_168d7d75ee6_-40cd,56696,Colinas do Tocantins/To - TO - UBS - Colinas do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,COLINAS DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.475 -8.059)),0
ubs.fid-4d3f006b_168d7d75ee6_-40cc,56697,Colinas do Tocantins/To - TO - UBS - Colinas do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,COLINAS DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.475 -8.059)),0
ubs.fid-4d3f006b_168d7d75ee6_-40cb,56698,Colinas do Tocantins/To - TO - UBS - Colinas do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,COLINAS DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.475 -8.059)),0
ubs.fid-4d3f006b_168d7d75ee6_-40ca,56699,Colinas do Tocantins/To - TO - UBS - Colinas do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,COLINAS DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.475 -8.059)),0
ubs.fid-4d3f006b_168d7d75ee6_-40c9,56700,Colinas do Tocantins/To - TO - UBS - Colinas do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,COLINAS DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.475 -8.059)),0
ubs.fid-4d3f006b_168d7d75ee6_-40c8,56701,Divinópolis do Tocantins/To - TO - UBS - Divinópolis do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,DIVINÓPOLIS DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.214 -9.8)),0
ubs.fid-4d3f006b_168d7d75ee6_-40c7,56702,Dois Irmãos do Tocantins/To - TO - UBS - Dois Irmãos do Tocantins - TO - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,DOIS IRMÃOS DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.064 -9.258)),0
ubs.fid-4d3f006b_168d7d75ee6_-40c6,56703,Esperantina/To - TO - UBS - Esperantina - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,ESPERANTINA/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-48.511 -5.343)),0
ubs.fid-4d3f006b_168d7d75ee6_-40c5,56704,Fátima/To - TO - UBS - Fátima - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,FÁTIMA/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-48.907 -10.761)),0
ubs.fid-4d3f006b_168d7d75ee6_-40c4,56705,Figueirópolis/To - TO - UBS - Figueirópolis - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,FIGUEIRÓPOLIS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.174 -12.131)),0
ubs.fid-4d3f006b_168d7d75ee6_-40c3,56706,Filadélfia/To - TO - UBS - Filadélfia - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,FILADÉLFIA/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.49 -7.336)),0
ubs.fid-4d3f006b_168d7d75ee6_-40c2,56707,Filadélfia/To - TO - UBS - Filadélfia - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,FILADÉLFIA/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.49 -7.336)),0
ubs.fid-4d3f006b_168d7d75ee6_-40c1,56708,Formoso do Araguaia/To - TO - UBS - Formoso do Araguaia - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,FORMOSO DO ARAGUAIA/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-49.529 -11.797)),0
ubs.fid-4d3f006b_168d7d75ee6_-40c0,56709,Formoso do Araguaia/To - TO - UBS - Formoso do Araguaia - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,FORMOSO DO ARAGUAIA/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.529 -11.797)),0
ubs.fid-4d3f006b_168d7d75ee6_-40bf,56710,Goiatins/To - TO - UBS - Goiatins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,GOIATINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.314 -7.71)),0
ubs.fid-4d3f006b_168d7d75ee6_-40be,56711,Itacajá/To - TO - UBS - Itacajá - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,ITACAJÁ/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.768 -8.392)),0
ubs.fid-4d3f006b_168d7d75ee6_-40bd,56712,Lavandeira/To - TO - UBS - Lavandeira - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,LAVANDEIRA/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.506 -12.789)),0
ubs.fid-4d3f006b_168d7d75ee6_-40bc,56713,Lizarda/To - TO - UBS - Lizarda - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,LIZARDA/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.673 -9.594)),0
ubs.fid-4d3f006b_168d7d75ee6_-40bb,56714,Maurilândia do Tocantins/To - TO - UBS - Maurilândia do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,MAURILÂNDIA DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.506 -5.953)),0
ubs.fid-4d3f006b_168d7d75ee6_-40ba,56715,Miracema do Tocantins/To - TO - UBS - Miracema do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,MIRACEMA DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.392 -9.567)),0
ubs.fid-4d3f006b_168d7d75ee6_-40b9,56716,Miranorte/To - TO - UBS - Miranorte - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,MIRANORTE/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.59 -9.529)),0
ubs.fid-4d3f006b_168d7d75ee6_-40b8,56717,Nova Rosalândia/To - TO - UBS - Nova Rosalândia - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,NOVA ROSALÂNDIA/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.914 -10.567)),0
ubs.fid-4d3f006b_168d7d75ee6_-40b7,56718,Novo Alegre/To - TO - UBS - Novo Alegre - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,NOVO ALEGRE/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.574 -12.931)),0
ubs.fid-4d3f006b_168d7d75ee6_-40b6,56719,Palmeirante/To - TO - UBS - Palmeirante - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PALMEIRANTE/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.926 -7.86)),0
ubs.fid-4d3f006b_168d7d75ee6_-40b5,56720,Palmeirante/To - TO - UBS - Palmeirante - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PALMEIRANTE/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-47.926 -7.86)),0
ubs.fid-4d3f006b_168d7d75ee6_-40b4,56722,Peixe/To - TO - UBS - Peixe - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PEIXE/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.539 -12.025)),0
ubs.fid-4d3f006b_168d7d75ee6_-40b3,56723,Peixe/To - TO - UBS - Peixe - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PEIXE/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.539 -12.025)),0
ubs.fid-4d3f006b_168d7d75ee6_-40b2,56725,Peixe/To - TO - UBS - Peixe - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PEIXE/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.539 -12.025)),0
ubs.fid-4d3f006b_168d7d75ee6_-40b1,56726,Pequizeiro/To - TO - UBS - Pequizeiro - TO - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PEQUIZEIRO/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-48.934 -8.595)),0
ubs.fid-4d3f006b_168d7d75ee6_-40b0,56727,Pindorama do Tocantins/To - TO - UBS - Pindorama do Tocantins - TO - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PINDORAMA DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.579 -11.139)),0
ubs.fid-4d3f006b_168d7d75ee6_-40af,56728,Porto Nacional/To - TO - UBS - Porto Nacional - TO - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PORTO NACIONAL/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-48.417 -10.708)),0
ubs.fid-4d3f006b_168d7d75ee6_-40ae,56729,Porto Nacional/To - TO - UBS - Porto Nacional - TO - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PORTO NACIONAL/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-48.417 -10.708)),0
ubs.fid-4d3f006b_168d7d75ee6_-40ad,56730,Porto Nacional/To - TO - UBS - Porto Nacional - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PORTO NACIONAL/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.417 -10.708)),0
ubs.fid-4d3f006b_168d7d75ee6_-40ac,56731,Porto Nacional/To - TO - UBS - Porto Nacional - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PORTO NACIONAL/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-48.417 -10.708)),0
ubs.fid-4d3f006b_168d7d75ee6_-40ab,56732,Praia Norte/To - TO - UBS - Praia Norte - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PRAIA NORTE/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.811 -5.393)),0
ubs.fid-4d3f006b_168d7d75ee6_-40aa,56733,Riachinho/To - TO - UBS - Riachinho - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,RIACHINHO/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.137 -6.438)),0
ubs.fid-4d3f006b_168d7d75ee6_-40a9,56734,Rio Sono/To - TO - UBS - Rio Sono - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,RIO SONO/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-47.902 -9.344)),0
ubs.fid-4d3f006b_168d7d75ee6_-40a8,56735,Sampaio/To - TO - UBS - Sampaio - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,SAMPAIO/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.873 -5.348)),0
ubs.fid-4d3f006b_168d7d75ee6_-40a7,56736,Santa Fé do Araguaia/To - TO - UBS - Santa Fé do Araguaia - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,SANTA FÉ DO ARAGUAIA/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-48.721 -7.157)),0
ubs.fid-4d3f006b_168d7d75ee6_-40a6,56737,Santa Rosa do Tocantins/To - TO - UBS - Santa Rosa do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,SANTA ROSA DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.121 -11.449)),0
ubs.fid-4d3f006b_168d7d75ee6_-40a5,56738,Santa Terezinha do Tocantins/To - TO - UBS - Santa Terezinha do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,SANTA TEREZINHA DO TOCANTINS/TO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-47.673 -6.434)),0
ubs.fid-4d3f006b_168d7d75ee6_-40a4,56739,São Bento do Tocantins/To - TO - UBS - São Bento do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,SÃO BENTO DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.06 -5.915)),0
ubs.fid-4d3f006b_168d7d75ee6_-40a3,56740,São Sebastião do Tocantins/To - TO - UBS - São Sebastião do Tocantins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,SÃO SEBASTIÃO DO TOCANTINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.2 -5.257)),0
ubs.fid-4d3f006b_168d7d75ee6_-40a2,56741,Silvanópolis/To - TO - UBS - Silvanópolis - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,SILVANÓPOLIS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.169 -11.147)),0
ubs.fid-4d3f006b_168d7d75ee6_-40a1,56742,Sucupira/To - TO - UBS - Sucupira - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,SUCUPIRA/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.971 -11.993)),0
ubs.fid-4d3f006b_168d7d75ee6_-40a0,56743,Palmas/To - TO - UBS - Palmas - TO - UBS III,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PALMAS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.333 -10.167)),0
ubs.fid-4d3f006b_168d7d75ee6_-409f,56744,Palmas/To - TO - UBS - Palmas - TO - UBS III,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PALMAS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.333 -10.167)),0
ubs.fid-4d3f006b_168d7d75ee6_-409e,56745,Palmas/To - TO - UBS - Palmas - TO - UBS III,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PALMAS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.333 -10.167)),0
ubs.fid-4d3f006b_168d7d75ee6_-409d,56746,Palmas/To - TO - UBS - Palmas - TO - UBS III,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,PALMAS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.333 -10.167)),0
ubs.fid-4d3f006b_168d7d75ee6_-409c,56747,Tupirama/To - TO - UBS - Tupirama - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,TUPIRAMA/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.188 -8.973)),0
ubs.fid-4d3f006b_168d7d75ee6_-409b,56748,Tupiratins/To - TO - UBS - Tupiratins - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,TUPIRATINS/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.116 -8.394)),0
ubs.fid-4d3f006b_168d7d75ee6_-409a,56749,Wanderlândia/To - TO - UBS - Wanderlândia - TO - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,TO,WANDERLÂNDIA/TO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.963 -6.849)),0
ubs.fid-4d3f006b_168d7d75ee6_-4099,56750,Açailândia/Ma - MA - UBS - Açailândia - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AÇAILÂNDIA/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-47.505 -4.947)),0
ubs.fid-4d3f006b_168d7d75ee6_-4098,56751,Açailândia/Ma - MA - UBS - Açailândia - MA - UBS III,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AÇAILÂNDIA/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-47.505 -4.947)),0
ubs.fid-4d3f006b_168d7d75ee6_-4097,56752,Açailândia/Ma - MA - UBS - Açailândia - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AÇAILÂNDIA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.505 -4.947)),0
ubs.fid-4d3f006b_168d7d75ee6_-4096,56753,Açailândia/Ma - MA - UBS - Açailândia - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AÇAILÂNDIA/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-47.505 -4.947)),0
ubs.fid-4d3f006b_168d7d75ee6_-4095,56754,Açailândia/Ma - MA - UBS - Açailândia - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AÇAILÂNDIA/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-47.505 -4.947)),0
ubs.fid-4d3f006b_168d7d75ee6_-4094,56755,Açailândia/Ma - MA - UBS - Açailândia - MA - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AÇAILÂNDIA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.505 -4.947)),0
ubs.fid-4d3f006b_168d7d75ee6_-4093,56756,Açailândia/Ma - MA - UBS - Açailândia - MA - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AÇAILÂNDIA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.505 -4.947)),0
ubs.fid-4d3f006b_168d7d75ee6_-4092,56757,Açailândia/Ma - MA - UBS - Açailândia - MA - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AÇAILÂNDIA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.505 -4.947)),0
ubs.fid-4d3f006b_168d7d75ee6_-4091,56758,Açailândia/Ma - MA - UBS - Açailândia - MA - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AÇAILÂNDIA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.505 -4.947)),0
ubs.fid-4d3f006b_168d7d75ee6_-4090,56759,Açailândia/Ma - MA - UBS - Açailândia - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AÇAILÂNDIA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.505 -4.947)),0
ubs.fid-4d3f006b_168d7d75ee6_-408f,56760,Afonso Cunha/Ma - MA - UBS - Afonso Cunha - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AFONSO CUNHA/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.324 -4.133)),0
ubs.fid-4d3f006b_168d7d75ee6_-408e,56761,Água Doce do Maranhão/Ma - MA - UBS - Água Doce do Maranhão - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ÁGUA DOCE DO MARANHÃO/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-42.112 -2.841)),0
ubs.fid-4d3f006b_168d7d75ee6_-408d,56762,Água Doce do Maranhão/Ma - MA - UBS - Água Doce do Maranhão - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ÁGUA DOCE DO MARANHÃO/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-42.112 -2.841)),0
ubs.fid-4d3f006b_168d7d75ee6_-408c,56763,Água Doce do Maranhão/Ma - MA - UBS - Água Doce do Maranhão - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ÁGUA DOCE DO MARANHÃO/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-42.112 -2.841)),0
ubs.fid-4d3f006b_168d7d75ee6_-408b,56764,Alto Alegre do Maranhão/Ma - MA - UBS - Alto Alegre do Maranhão - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ALTO ALEGRE DO MARANHÃO/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.446 -4.213)),0
ubs.fid-4d3f006b_168d7d75ee6_-408a,56765,Alto Alegre do Maranhão/Ma - MA - UBS - Alto Alegre do Maranhão - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ALTO ALEGRE DO MARANHÃO/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.446 -4.213)),0
ubs.fid-4d3f006b_168d7d75ee6_-4089,56766,Alto Alegre do Maranhão/Ma - MA - UBS - Alto Alegre do Maranhão - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ALTO ALEGRE DO MARANHÃO/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.446 -4.213)),0
ubs.fid-4d3f006b_168d7d75ee6_-4088,56767,Alto Alegre do Maranhão/Ma - MA - UBS - Alto Alegre do Maranhão - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ALTO ALEGRE DO MARANHÃO/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.446 -4.213)),0
ubs.fid-4d3f006b_168d7d75ee6_-4087,56768,Amarante do Maranhão/Ma - MA - UBS - Amarante do Maranhão - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,AMARANTE DO MARANHÃO/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.742 -5.567)),0
ubs.fid-4d3f006b_168d7d75ee6_-4086,56769,Anajatuba/Ma - MA - UBS - Anajatuba - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ANAJATUBA/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.62 -3.264)),0
ubs.fid-4d3f006b_168d7d75ee6_-4085,56770,Anajatuba/Ma - MA - UBS - Anajatuba - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ANAJATUBA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.62 -3.264)),0
ubs.fid-4d3f006b_168d7d75ee6_-4084,56771,Anajatuba/Ma - MA - UBS - Anajatuba - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ANAJATUBA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.62 -3.264)),0
ubs.fid-4d3f006b_168d7d75ee6_-4083,56772,Anapurus/Ma - MA - UBS - Anapurus - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ANAPURUS/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.116 -3.672)),0
ubs.fid-4d3f006b_168d7d75ee6_-4082,56773,Apicum-Açu/Ma - MA - UBS - Apicum-Açu - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,APICUM-AÇU/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-45.103 -1.461)),0
ubs.fid-4d3f006b_168d7d75ee6_-4081,56774,Araguanã/Ma - MA - UBS - Araguanã - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARAGUANÃ/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.665 -2.953)),0
ubs.fid-4d3f006b_168d7d75ee6_-4080,56775,Araguanã/Ma - MA - UBS - Araguanã - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARAGUANÃ/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-45.665 -2.953)),0
ubs.fid-4d3f006b_168d7d75ee6_-407f,56776,Arame/Ma - MA - UBS - Arame - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARAME/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.908 -4.733)),0
ubs.fid-4d3f006b_168d7d75ee6_-407e,56777,Arame/Ma - MA - UBS - Arame - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARAME/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.908 -4.733)),0
ubs.fid-4d3f006b_168d7d75ee6_-407d,56778,Arame/Ma - MA - UBS - Arame - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARAME/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.908 -4.733)),0
ubs.fid-4d3f006b_168d7d75ee6_-407c,56779,Arame/Ma - MA - UBS - Arame - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARAME/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.908 -4.733)),0
ubs.fid-4d3f006b_168d7d75ee6_-407b,56780,Arame/Ma - MA - UBS - Arame - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARAME/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.908 -4.733)),0
ubs.fid-4d3f006b_168d7d75ee6_-407a,56781,Arame/Ma - MA - UBS - Arame - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARAME/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.908 -4.733)),0
ubs.fid-4d3f006b_168d7d75ee6_-4079,56782,Arame/Ma - MA - UBS - Arame - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARAME/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.908 -4.733)),0
ubs.fid-4d3f006b_168d7d75ee6_-4078,56783,Arari/Ma - MA - UBS - Arari - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARARI/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.78 -3.454)),0
ubs.fid-4d3f006b_168d7d75ee6_-4077,56784,Arari/Ma - MA - UBS - Arari - MA - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ARARI/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.78 -3.454)),0
